oracion,clave,0,0,1
agua que no has de beber dejala correr,agua,17,-0.721679557115,0.106487102807
nunca digas de esta agua no bebere,agua,4,-0.498388925567,0.978755835444
barriga llena corazon contento,comida,7,-0.075903441757,0.542546538636
el leon cree que todos son de su condicion,animales,15,0.193471975625,-0.277273707092
al que madruga dios le ayuda,dios,1,-0.108073420823,-0.167473961832
mas vale malo por conocido que bueno por conocer,relaciones sociales,5,0.521550781094,-0.0756681635976
ojos que no ven corazon que no siente,partes del cuerpo,14,0.0585001967847,0.562930442393
no todo lo que brilla es oro,objetos,14,0.0944973789155,0.579882334918
cada oveja con su pareja,animales,15,0.323609542567,-0.246238365769
de tal palo tal astilla,objetos,2,-0.428471036255,0.368821121752
mas vale paso que dure que trote que canse,ejercicio,12,0.343341730069,0.00852417945862
muerto el perro se acabo la rabia,animales,1,-0.161740364507,-0.20432735607
quien rie al ultimo rie mejor,personas,6,-0.657242588699,-0.0994483155664
hablando del rey de roma por la puerta asoma,relaciones sociales,17,-0.551647363231,0.1227684021
cuando el rio suena es porque agua lleva,agua,7,-0.238649014384,0.493808893487
preguntando se llega a roma,viajes,20,-0.499448079616,-0.299841905013
no hay peor sordo que el que no quiere oir,personas,17,-0.582432031631,0.247065156698
la suerte de la fea la bonita la desea,relaciones sociales,4,-0.351713016629,1.07825406268
al mal tiempo buena cara,clima,9,-0.136336054653,0.179946743185
el tiempo todo lo cura,tiempo,7,-0.0426026880741,0.456960674375
frase,clase,1,-0.162417843938,-0.0670670866966
despues de la tormenta viene la calma,clima,9,-0.00546000897884,0.24958922714
a la mejor cocinera se le queman los frijoles,comida,18,-0.159009661991,0.645258566365
el que con lobos anda a aullar se ensena,animales,6,-0.583253885852,-0.125899489969
a darle que es mole de olla,comida,2,-0.576876182109,0.368970192969
a fuerzas ni los zapatos entran,objetos,1,-0.138972010463,-0.120694343001
dando y dando pajarito volando,animales,9,-0.246958915144,0.152632831596
el muerto y el arrimado a los tres dias apestan,relaciones sociales,8,0.114116966724,-0.652692764997
que suerte tienen los que no se banan,causa y consecuencia,0,0.275165002793,0.328414101154
nadie sabe para quien trabaja,trabajo,10,-0.0419539362192,-0.35751960054
las cosas caen por su propio peso,objetos,10,0.0567501932383,-0.48823621124
no familiares,no familiares,1,-0.173326902092,-0.0703571997583
cada quien cuenta como le va en la feria,diversion y ocio,1,-0.13210147433,-0.0214949771762
el que es vencido hoy sera vencedor manana,problemas y soluciones,3,-0.229238182306,-0.509740151465
un acomedido hasta en la carcel cabe,personas,18,-0.00281495042145,0.779803298414
amor viejo ni te olvido ni te dejo,amor y amistad,10,0.00400064885616,-0.482318057679
el que padece de amor hasta con las piedras habla,amor y amistad,1,-0.214307293296,-0.124208789319
cuando el arriero es malo le echa la culpa a los burros,personas,0,0.219294320792,0.297212964855
por un borrego no se juzga la manada,animales,2,-0.446373688523,0.259965542704
cada quien se pone la corona que se labra,objetos,13,-0.66641584225,-0.629246577621
dime que comes y te dire cuanto tienes,comida,5,0.44377578795,-0.0220412760973
el que tenga sus gallinas que las cuide del coyote,animales,1,-0.171770703048,-0.00552338920534
no le hace que nazcan chatos con tal que respiren bien,personas,16,0.0705831963569,-0.110427819192
el hombre que sabe pronto sobresale,personas,0,0.399764496833,0.45762341097
hombre casado hombre acabado,personas,14,0.0672298530117,0.458632558584
el que mete mano en bolsa ajena muy pronto hallara la pena,causa y consecuencia,12,0.469363288954,0.189334806171
salir a mano es ganancia,partes del cuerpo,16,0.0947285206057,0.0839761272073
a animal que no conozcas no le tientes las orejas,animales,3,-0.284019957297,-0.626931333914
despacito y con buena letra,lectura y escritura,19,-0.345705962973,0.0162085387856
el que nace barrigon aunque lo fajen,partes del cuerpo,0,0.196385737509,0.279428009875
llegando y haciendo lumbre,naturaleza,12,0.4237119928,0.098508595489
mas vale una hora tarde que un minuto de silencio,tiempo,8,0.107703305781,-0.648489698768
la conquista de si mismo es la mayor de las victorias,personas,11,-0.516813679598,0.730158360675
a buena hambre no hay pan duro,comida,6,-0.610216777772,-0.0639783577062
el que es buen juez por su casa empieza,personas,12,0.545154895633,0.0896444949321
a cada edad lo suyo,tiempo,12,0.363451309502,0.0900984406471
